RANDOM_ID,GENDER,IN_STATE,UNMET_NEED_PERCENT,PELL,MAJOR,MAJOR_DESC,SCIENCE_CLASSES,LAB_CLASSES,RESIDENCE_HALL,ETHNICITY,CREDITS_EARNED,GPA_CREDITS,GPA
"5,928,219",M,Y,32,,BNTL,International Business,30,11,Gillson,Multi Race,181,149,2.95
"5,934,816",F,Y,94,Y,SPAN,Spanish,4,1,Gillson,Asian,128,128,3.83
"5,936,996",M,Y,0,,PSYC,Psychology,1,0,Hayes Healy,Hispanic or Latino,44,74,1.39
"5,941,279",F,Y,100,Y,FNAR,Fine Arts,25,6,Gillson,Asian,123,127,3.01
"5,950,154",F,Y,85,,NURS,Nursing,7,14,Gillson,Hispanic or Latino,131,104,3.33
"5,967,684",F,N,100,Y,BADM,Business Administration,4,1,Hayes Healy,White,121,121,3.41
"5,971,761",F,N,100,Y,PASJ,Perf. Arts & Soc. Justice,4,1,Gillson,White,128,128,3.11
"5,972,572",F,N,0,,COMS,Communication Studies,0,0,Hayes Healy,White,46,16,2.50
"5,977,870",F,Y,51,,NURS,Nursing,10,14,,Asian,149,103,3.67
"5,983,130",M,N,97,Y,BNTL,International Business,4,1,Hayes Healy,White,139,139,3.39
"5,987,099",F,Y,96,Y,UNLA,Undeclared Arts,1,0,Hayes Healy,White,41,33,3.76
"5,991,662",F,N,51,,COMS,Communication Studies,3,5,Phelan,White,132,132,3.12
"5,996,806",F,N,100,Y,UNLA,Undeclared Arts,2,0,Phelan,White,62,32,3.55
"6,004,223",M,Y,0,,PHIL,Philosophy,0,2,Hayes Healy,White,86,61,2.15
"6,022,728",M,Y,78,,BIOL,Biology,3,1,Gillson,White,28,24,2.72
"6,022,770",F,Y,0,,BFIN,Finance,4,1,Gillson,International,156,156,3.22
"6,025,162",M,Y,98,Y,NURS,Nursing,8,14,Hayes Healy,Asian,139,107,3.19
"6,030,986",F,Y,56,,NURS,Nursing,6,3,Gillson,White,42,34,3.31
"6,031,361",F,Y,57,,PSYC,Psychology,0,0,,White,24,16,3.15
"6,044,925",F,Y,0,,BADM,Business Administration,3,5,Phelan,International,128,124,3.42
"6,044,959",M,Y,0,,NURS,Nursing,6,16,Phelan,Hispanic or Latino,154,134,3.09
"6,046,007",M,N,0,,PHIL,Philosophy,5,1,Gillson,White,128,124,3.09
"6,059,444",F,N,0,,COMS,Communication Studies,2,3,Phelan,African American,128,128,3.65
"6,060,199",F,Y,0,,BENI,Entrepreneurship & Innovation,3,2,Phelan,International,144,144,3.09
"6,066,375",F,N,100,Y,HM,Hospitality Management,3,1,Hayes Healy,Unknown,131,111,2.50
"6,071,860",M,Y,0,,BADM,Business Administration,1,0,,International,67,71,3.07
"6,075,289",F,N,0,,ENGL,English,3,5,Gillson,White,131,123,3.17
"6,078,393",M,Y,0,,BFIN,Finance,1,0,Gillson,White,30,30,3.16
"6,080,388",F,Y,100,Y,HM,Hospitality Management,3,3,Phelan,Asian,95,86,2.96
"6,094,876",F,N,94,Y,HIST,History,0,0,Gillson,Hispanic or Latino,20,30,0.36
"6,095,376",M,Y,0,,CS,Computer Science,0,0,Lone Mountain,Asian,4,8,1.15
"6,101,698",M,Y,58,,MATH,Mathematics,17,1,,Asian,139,135,3.18
"6,111,382",M,Y,100,Y,BIOL,Biology,4,2,Gillson,Hispanic or Latino,16,16,0
"6,115,945",F,Y,77,,BADM,Business Administration,5,1,Hayes Healy,Asian,128,128,3.66
"6,117,630",F,Y,80,,BMKT,Marketing,2,0,Phelan,Asian,67,67,2.99
"6,133,025",F,Y,98,Y,BIOL,Biology,8,5,Phelan,Hispanic or Latino,128,120,3.21
"6,134,665",F,N,0,,ARCD,Architecture & Community Design,4,9,Gillson,Asian,133,133,3.83
"6,137,009",F,Y,80,,NURS,Nursing,7,14,Phelan,White,128,105,3.63
"6,138,571",F,Y,90,,MATH,Mathematics,7,1,Hayes Healy,Hispanic or Latino,143,139,3.99
"6,138,762",F,Y,84,,MS,Media Studies,6,3,Hayes Healy,Asian,128,112,3.59
"6,138,764",F,Y,0,,UNBN,Undeclared Business,4,2,Fromm,International,134,126,3.39
"6,139,268",M,Y,70,,NURS,Nursing,8,15,Phelan,Multi Race,133,105,3.33
"6,147,881",M,N,82,,BNTL,International Business,4,1,Phelan,Asian,128,128,3.78
"6,151,611",F,Y,100,Y,BADM,Business Administration,1,0,Fromm,Asian,16,16,3.55
"6,154,307",M,Y,94,Y,UNBN,Undeclared Business,10,1,,Asian,146,137,3.53
"6,159,758",M,Y,0,,UNBN,Undeclared Business,3,3,,International,128,132,3.40
"6,159,963",M,N,100,Y,PHYS,Physics,25,4,Hayes Healy,Hispanic or Latino,128,132,3.05
"6,179,611",F,N,71,,BIOL,Biology,12,6,Gillson,Hispanic or Latino,158,136,3.38
"6,181,884",F,Y,95,Y,BIOL,Biology,31,12,Gillson,Hispanic or Latino,126,118,3.52
"6,185,143",M,N,76,,ECON,Economics,2,0,Hayes Healy,White,42,42,2.71
"6,198,376",F,Y,0,,NURS,Nursing,5,2,Phelan,Unknown,45,41,3.34
"6,201,111",F,Y,50,,PHYS,Physics,1,0,Hayes Healy,Native American,23,17,3.06
"6,204,825",M,N,100,Y,ANST,Asian Studies,4,2,Gillson,Asian,146,130,3.36
"6,225,239",F,Y,73,,ARCD,Architecture & Community Design,34,12,Phelan,Asian,128,135,2.84
"6,233,618",M,Y,0,,UNSC,Undeclared Sciences,12,5,Lone Village,Hispanic or Latino,141,108,2.14
"6,240,733",F,Y,99,Y,CHEM,Chemistry,24,8,Hayes Healy,Multi Race,128,119,2.99
"6,243,742",F,Y,100,Y,DSGN,Design,3,5,,Multi Race,128,129,3.06
"6,251,000",F,Y,0,,PSYC,Psychology,2,3,Phelan,White,138,114,3.81
"6,253,330",F,N,0,,ARCD,Architecture & Community Design,0,4,Fromm,Asian,34,34,3.55
"6,256,128",F,Y,0,,BADM,Business Administration,32,12,Phelan,White,146,126,3.94
"6,258,417",M,Y,0,,COMS,Communication Studies,3,1,Hayes Healy,International,159,129,3.11
"6,259,366",F,N,100,Y,BADM,Business Administration,4,1,Gillson,Hispanic or Latino,130,110,3.83
"6,265,072",M,Y,100,Y,BIOL,Biology,35,11,Gillson,Hispanic or Latino,159,135,3.49
"6,271,145",F,Y,95,Y,BADM,Business Administration,3,1,Hayes Healy,Hispanic or Latino,130,130,3.06
"6,275,820",F,Y,68,,COMS,Communication Studies,5,5,Fromm,Hispanic or Latino,128,128,3.41
"6,276,301",F,N,77,,PSYC,Psychology,5,1,Hayes Healy,Pacific Islander,135,135,3.79
"6,280,056",F,Y,0,,SOC,Sociology,0,0,Lone Village,International,75,51,3.30
"6,284,429",M,Y,68,,NURS,Nursing,22,9,Hayes Healy,Asian,141,136,3.87
"6,291,057",M,Y,0,,ECON,Economics,24,3,Lone Mountain,International,198,162,3.33
"6,298,011",F,N,0,,UNLA,Undeclared Arts,3,1,Hayes Healy,White,12.04,40,0.10
"6,303,397",F,N,0,,BACT,Accounting,4,1,Lone Mountain,International,128,124,3.39
"6,304,948",F,Y,99,Y,UNLA,Undeclared Arts,3,1,Gillson,White,128,128,3.63
"6,306,222",F,Y,42,,BADM,Business Administration,4,1,Gillson,Multi Race,130,130,3.37
"6,315,078",F,Y,1,,BIOL,Biology,36,12,Phelan,Asian,147.73,126,3.79
"6,316,599",F,Y,0,,COMS,Communication Studies,11,2,Hayes Healy,Asian,129,128,3.10
"6,321,001",F,Y,94,Y,COMS,Communication Studies,6,1,Phelan,Asian,128,128,3.49
"6,328,869",F,Y,97,Y,DSGN,Design,3,3,Phelan,Hispanic or Latino,136,128,3.22
"6,340,205",F,Y,96,Y,PSYC,Psychology,3,2,Gillson,Hispanic or Latino,133,109,3.49
"6,360,219",F,Y,98,Y,BIOL,Biology,28,10,Hayes Healy,Asian,129,124,3.54
"6,374,968",M,Y,99,Y,UNLA,Undeclared Arts,2,1,Hayes Healy,Asian,20,28,1.86
"6,386,751",F,Y,73,,BACT,Accounting,4,1,Fromm,Asian,129,113,3.44
"6,386,899",M,Y,95,Y,BIOL,Biology,11,4,Gillson,Asian,138.03,128,2.98
"6,399,268",F,Y,0,,UNBN,Undeclared Business,4,3,Fromm,International,150,150,3.10
"6,401,463",M,Y,23,,BSDS,Data Science,2,0,Phelan,White,79,56,2.93
"6,476,630",F,Y,0,,UNLA,Undeclared Arts,3,6,Gillson,White,144,144,3.64
"6,494,555",M,Y,100,Y,BIOL,Biology,22,9,Hayes Healy,Hispanic or Latino,127,120,3.11
"6,497,671",F,Y,75,,NURS,Nursing,11,16,Fromm,Asian,142,116,3.75
"6,511,123",M,N,66,,BIOL,Biology,,,Hayes Healy,White,0,0,0
"6,512,775",F,Y,0,,PSYC,Psychology,2,2,Gillson,White,60,60,3.67
"6,513,781",F,Y,72,,ESS,Exercise and Sport Science,36,11,Hayes Healy,Asian,149,149,3.44
"6,522,120",F,Y,0,,CS,Computer Science,17,3,Gillson,International,135,105,3.55
"6,524,267",F,N,97,Y,CHEM,Chemistry,33,10,Hayes Healy,White,129,124,2.70
"6,528,049",F,Y,0,,HM,Hospitality Management,3,1,Gillson,International,128,112,3.11
"6,547,366",F,Y,100,Y,POLS,Politics,3,1,Gillson,Hispanic or Latino,134,124,2.94
"6,547,783",F,Y,100,Y,PSYC,Psychology,0,0,Phelan,Hispanic or Latino,48,48,3.78
"6,556,965",F,Y,0,,BADM,Business Administration,2,0,Lone Mountain,International,29,33,2.15
"6,557,134",M,Y,0,,CS,Computer Science,21,1,Hayes Healy,International,156,136,3.64
"6,561,795",M,Y,75,,BNTL,International Business,28,7,Hayes Healy,Hispanic or Latino,131,122,3.56
"6,564,405",F,Y,0,,BADM,Business Administration,4,2,Fromm,International,138,138,2.98
"6,564,584",F,Y,100,Y,ENVA,Environmental Studies,27,15,Hayes Healy,White,129,129,3.53
"6,576,383",F,Y,89,,SOC,Sociology,5,1,Hayes Healy,Hispanic or Latino,128,128,3.30
"6,578,326",M,Y,0,,UNBN,Undeclared Business,0,0,Gillson,White,14,16,2.26
"6,585,059",M,Y,0,,UNSC,Undeclared Sciences,34,14,Phelan,White,133,128,3.67
"6,586,393",F,Y,0,,NURS,Nursing,8,14,Hayes Healy,Asian,135.35,106,3.16
"6,595,105",F,Y,0,,PSYC,Psychology,3,2,Phelan,Asian,134,118,3.73
"6,596,574",F,N,99,Y,MS,Media Studies,1,0,Phelan,Asian,32,32,3.05
"6,610,203",F,Y,0,,NURS,Nursing,7,14,Fromm,Hispanic or Latino,129,101,3.52
"6,614,604",F,N,94,Y,PSYC,Psychology,6,1,Gillson,African American,137,129,3.50
"6,615,233",F,Y,73,,UNBN,Undeclared Business,4,1,Fromm,White,134,132,3.71
"6,619,179",M,Y,86,,BADM,Business Administration,1,0,,Hispanic or Latino,30,46,1.58
"6,639,283",F,Y,0,,NURS,Nursing,7,14,Hayes Healy,White,130,98,3.85
"6,640,672",F,Y,52,,NURS,Nursing,7,16,Gillson,African American,156,122,3.73
"6,649,956",F,Y,92,Y,ENGL,English,3,1,Phelan,Hispanic or Latino,136,136,3.53
"6,651,366",F,Y,0,,ADVT,Advertising,5,1,Phelan,White,128,128,3.51
"6,655,058",M,N,97,Y,BADM,Business Administration,1,0,Hayes Healy,White,39,31,3.81
"6,655,279",F,Y,84,,PSYC,Psychology,0,0,Gillson,Multi Race,60,48,2.25
"6,662,625",F,N,52,,UNBN,Undeclared Business,4,1,Gillson,Asian,152,152,3.65
"6,676,812",F,Y,0,,PASJ,Perf. Arts & Soc. Justice,3,7,Hayes Healy,White,129,129,3.37
"6,677,614",F,N,0,,CHEM,Chemistry,2,1,Hayes Healy,White,12,12,2.10
"6,692,648",F,N,0,,BADM,Business Administration,1,0,Gillson,International,4,12,0.57
"6,699,242",F,Y,0,,BADM,Business Administration,5,2,Lone Mountain,International,136,132,3.44
"6,713,111",M,Y,75,,BADM,Business Administration,6,0,Gillson,Asian,138,134,3.50
"6,720,959",F,Y,31,,BADM,Business Administration,8,0,Hayes Healy,Asian,155,131,3.82
"6,737,155",M,Y,0,,BFIN,Finance,16,1,Hayes Healy,International,173,161,3.77
"6,740,805",M,Y,54,,CMPL,Comparative Lit. & Culture,9,5,Phelan,Hispanic or Latino,136,112,2.78
"6,740,832",M,Y,0,,FNEC,Financial Economics (4+1),5,0,Phelan,Asian,34,30,3.39
"6,757,405",F,N,100,Y,ARCD,Architecture & Community Design,3,8,Hayes Healy,Hispanic or Latino,129,125,2.56
"6,769,008",F,Y,0,,ENGL,English,3,1,Gillson,White,136,136,3.83
"6,791,066",F,Y,76,,PSYC,Psychology,2,8,,Asian,133,129,3.71
"6,793,699",F,N,0,,COMS,Communication Studies,3,1,Hayes Healy,White,132,132,3.73
"6,801,221",F,N,0,,ADVT,Advertising,3,1,Phelan,White,128,104,3.62
"6,804,336",F,Y,21,,NURS,Nursing,7,14,Hayes Healy,Asian,131,111,3.39
"6,806,839",F,Y,98,Y,ENGL,English,0,0,Hayes Healy,Hispanic or Latino,39,31,3.83
"6,807,851",F,Y,100,,ESS,Exercise and Sport Science,25,3,Phelan,Asian,129.71,112,3.79
"6,810,312",F,Y,0,,NURS,Nursing,7,14,Phelan,Hispanic or Latino,129,100,3.50
"6,815,263",F,Y,0,,BENI,Entrepreneurship & Innovation,3,2,Fromm,International,152,161,2.96
"6,829,761",F,N,42,,CHEM,Chemistry,6,1,Hayes Healy,White,161,130,3.86
"6,833,394",M,Y,0,,BIOL,Biology,37,14,,Asian,128,132,3.10
"6,841,608",M,Y,0,,UNBN,Undeclared Business,5,1,,White,128,132,2.84
"6,842,542",F,Y,0,,FNAR,Fine Arts,3,7,Lone Mountain,International,128,128,3.54
"6,842,618",F,Y,0,,BADM,Business Administration,5,1,Gillson,International,128,124,3.19
"6,842,783",F,N,91,,BADM,Business Administration,5,1,Hayes Healy,White,128,126,3.52
"6,843,452",M,Y,0,,CS,Computer Science,20,5,,Hispanic or Latino,128,128,3.47
"6,844,923",F,Y,91,,NURS,Nursing,7,3,Fromm,White,31,36,1.49
"6,845,249",F,N,72,,PSYC,Psychology,3,1,Hayes Healy,White,135.36,108,3.86
"6,847,108",M,N,94,Y,BADM,Business Administration,3,0,Hayes Healy,Multi Race,60,58,2.89
"6,850,018",M,N,0,,BAIS,International Studies,4,2,Hayes Healy,White,136,116,3.41
"6,866,550",F,Y,0,,UNBN,Undeclared Business,2,4,Gillson,International,10,34,0.52
"6,915,215",F,Y,0,,BADM,Business Administration,3,1,Fromm,International,110,110,3.35
"6,921,398",F,Y,0,,BADM,Business Administration,6,2,Lone Mountain,International,149,148,2.98
"6,924,565",M,Y,0,,CS,Computer Science,20,3,Hayes Healy,White,128,118,3.12
"6,925,932",M,Y,72,,BMKT,Marketing,8,1,Hayes Healy,White,128,128,2.87
"6,927,295",M,Y,78,,BIOL,Biology,34,12,Hayes Healy,Hispanic or Latino,138,133,3.92
"6,930,178",F,N,79,,PSYC,Psychology,0,3,Fromm,Multi Race,143,113,3.82
"6,931,164",F,Y,0,,ADVT,Advertising,4,3,Gillson,International,66,57,3.96
"6,935,032",F,Y,79,,COMS,Communication Studies,0,0,Gillson,Hispanic or Latino,13,13,3.60
"6,941,733",M,Y,71,,HIST,History,1,0,Phelan,White,128,124,3.37
"6,952,226",F,Y,0,,PASJ,Perf. Arts & Soc. Justice,1,0,Gillson,White,48,36,3.87
"6,953,755",M,Y,0,,COMS,Communication Studies,4,5,Hayes Healy,White,128,132,2.87
"6,965,440",M,Y,0,,NURS,Nursing,6,6,Gillson,International,116,133,2.58
"6,968,178",F,N,0,,ESS,Exercise and Sport Science,5,1,Gillson,White,136,135,3.07
"6,972,901",F,Y,0,,NURS,Nursing,12,9,Phelan,White,139,135,2.80
"6,979,620",F,Y,100,Y,MS,Media Studies,3,3,Fromm,Asian,130,112,3.82
"6,982,082",F,Y,0,,BIOL,Biology,13,4,Gillson,Asian,130,137,3.32
"6,998,846",F,Y,0,,MS,Media Studies,3,7,Fromm,International,150,130,3.11
"7,007,221",M,Y,0,,BADM,Business Administration,4,1,Phelan,International,128,138,2.53
"7,009,978",F,N,0,,PSYC,Psychology,2,4,Phelan,White,128,128,3.54
"7,019,360",M,Y,0,,CHEM,Chemistry,15,5,,Asian,68,64,3.35
"7,020,668",F,Y,84,,ADVT,Advertising,19,3,Gillson,Hispanic or Latino,128,116,3.67
"7,024,513",M,N,0,,CS,Computer Science,9,1,Gillson,International,64,64,3.13
"7,025,435",F,N,51,,BAIS,International Studies,3,1,Hayes Healy,White,130.04,114,3.93
"7,025,479",F,Y,71,,DSGN,Design,0,1,Gillson,White,60,32,3.70
"7,028,945",M,N,100,Y,NURS,Nursing,0,0,Pacific Wing,White,9,9,3.42
"7,036,899",M,Y,97,Y,COMS,Communication Studies,1,0,Gillson,Hispanic or Latino,29,28,2.96
"7,038,490",F,Y,0,,BIOL,Biology,15,5,Hayes Healy,International,130,130,3.62
"7,043,941",F,Y,73,,POLS,Politics,1,0,Fromm,Hispanic or Latino,20,28,0.57
"7,049,517",F,Y,0,,BFIN,Finance,8,2,Lone Mountain,International,174,174,2.74
"7,049,754",F,N,67,,BNTL,International Business,1,0,Hayes Healy,Asian,44,32,3.18
"7,052,990",M,Y,0,,BMKT,Marketing,3,1,Gillson,Asian,147,151,2.50
"7,055,525",F,N,95,Y,BMKT,Marketing,3,1,Gillson,Asian,128,143,2.81
"7,068,642",M,Y,0,,UNBN,Undeclared Business,5,1,Lone Mountain,International,137,137,3.52
"7,076,153",F,Y,0,,BADM,Business Administration,4,6,Hayes Healy,White,128,127,3.73
"7,083,266",M,N,0,,BMKT,Marketing,3,4,Lone Mountain,International,128,119,3.39
"7,084,106",M,Y,0,,UNBN,Undeclared Business,2,0,Gillson,International,128,129,2.35
"7,084,390",M,Y,88,,BAIS,International Studies,3,2,Hayes Healy,White,144,116,3.71
"7,106,229",M,Y,69,,BADM,Business Administration,1,0,,White,18,14,2.41
"7,110,487",F,N,0,,BADM,Business Administration,3,1,Lone Village,International,142,134,2.94
"7,113,427",M,Y,0,,BMKT,Marketing,1,1,Phelan,International,67,33,3.16
"7,121,003",F,N,90,,UNBN,Undeclared Business,3,1,Hayes Healy,Hispanic or Latino,141,130,3.04
"7,121,631",F,Y,100,Y,NURS,Nursing,8,24,,Asian,161,116,3.33
"7,136,950",F,N,83,,BIOL,Biology,6,3,Phelan,Asian,38,30,3.06
"7,137,104",F,Y,99,Y,COMS,Communication Studies,4,8,Phelan,Hispanic or Latino,128,132,3.16
"7,149,685",F,Y,94,Y,PSYC,Psychology,18,3,,Hispanic or Latino,128,128,3.37
"7,169,519",F,Y,45,,NURS,Nursing,6,14,Phelan,White,144.03,102,3.63
"7,178,348",F,N,75,,BIOL,Biology,9,2,Phelan,White,131,108,3.38
"7,180,989",M,Y,0,,ECON,Economics,5,2,Gillson,International,128,128,3.01
"7,200,535",F,N,100,Y,BAIS,International Studies,10,1,Hayes Healy,Multi Race,130,122,3.00
"7,207,197",F,Y,0,,BMKT,Marketing,4,4,Phelan,International,128,128,3.84
"7,212,564",F,Y,0,,POLS,Politics,4,0,Hayes Healy,White,143,135,3.97
"7,218,102",F,Y,90,,ENVA,Environmental Studies,7,4,Hayes Healy,Hispanic or Latino,136,120,2.94
"7,218,879",M,N,0,,BFIN,Finance,3,2,,International,129,137,2.68
"7,222,948",F,Y,0,,BACT,Accounting,4,1,Gillson,Asian,142,138,3.85
"7,224,914",F,Y,0,,ADVT,Advertising,2,2,Fromm,White,139,131,3.89
"7,226,359",F,Y,100,Y,BIOL,Biology,24,11,,Hispanic or Latino,128,124,3.57
"7,246,817",M,Y,0,,BFIN,Finance,1,0,Hayes Healy,White,129,93,3.66
"7,260,663",F,Y,100,Y,UNLA,Undeclared Arts,4,5,Gillson,Asian,129.03,115,3.26
"7,263,368",M,Y,96,Y,UNBN,Undeclared Business,6,1,Gillson,Hispanic or Latino,128,128,3.06
"7,266,038",M,N,100,Y,MS,Media Studies,2,14,Lone Mountain,Hispanic or Latino,131,115,2.45
"7,273,030",F,Y,0,,BADM,Business Administration,3,1,Gillson,Hispanic or Latino,128,128,3.55
"7,273,746",M,N,0,,BADM,Business Administration,3,1,,International,134,134,3.09
"7,285,317",F,Y,0,,HM,Hospitality Management,3,1,Fromm,International,151,161,2.47
"7,294,597",F,N,76,,HM,Hospitality Management,3,1,Lone Mountain,Asian,129,121,3.47
"7,297,294",M,Y,0,,HM,Hospitality Management,4,1,Gillson,Asian,128,138,2.41
"7,310,847",M,Y,61,,ARCD,Architecture & Community Design,1,2,Gillson,Hispanic or Latino,10,30,0.57
"7,324,072",M,Y,98,Y,ESS,Exercise and Sport Science,30,8,Hayes Healy,Hispanic or Latino,149,133,3.58
"7,335,536",F,N,0,,BADM,Business Administration,6,1,Fromm,Asian,128,129,3.35
"7,335,867",M,Y,96,,PSYC,Psychology,3,5,Hayes Healy,Asian,131,131,3.75
"7,336,645",M,Y,96,Y,ESS,Exercise and Sport Science,26,5,Gillson,Hispanic or Latino,128,132,3.00
"7,347,199",M,Y,1,,ARTM,Art History/Arts Management,0,4,Hayes Healy,White,44,44,2.80
"7,352,973",F,N,25,,BFIN,Finance,1,0,Phelan,Asian,136,128,3.68
"7,353,837",M,N,0,,BADM,Business Administration,4,1,Hayes Healy,Asian,128,128,3.56
"7,354,300",F,N,80,,UNBN,Undeclared Business,22,4,Hayes Healy,Asian,128,128,3.32
"7,369,337",F,N,0,,UNSC,Undeclared Sciences,0,0,Gillson,White,38,34,3.44
"7,381,719",F,Y,0,,MATH,Mathematics,1,1,Fromm,White,21,29,1.67
"7,382,435",F,Y,100,Y,BIOL,Biology,32,12,,Asian,154,130,3.79
"7,410,884",M,Y,0,,BFIN,Finance,4,1,Phelan,International,128,128,2.61
"7,425,670",M,Y,95,Y,BACT,Accounting,5,1,Gillson,Hispanic or Latino,148,136,3.26
"7,426,242",F,Y,0,,SOC,Sociology,4,3,Phelan,Asian,137,113,3.52
"7,429,218",M,Y,17,,BFIN,Finance,3,1,,Asian,129,125,3.28
"7,432,013",F,N,58,,UNLA,Undeclared Arts,3,2,Phelan,White,163,139,3.91
"7,439,905",M,Y,13,,PASJ,Perf. Arts & Soc. Justice,3,12,Hayes Healy,White,128,126,3.00
"7,450,405",F,Y,100,Y,SOC,Sociology,3,1,Phelan,Multi Race,130,134,2.49
"7,453,518",F,Y,99,Y,BIOL,Biology,16,4,Hayes Healy,Hispanic or Latino,115,115,2.85
"7,462,466",F,N,0,,PSYC,Psychology,1,1,Hayes Healy,Asian,17,17,3.55
"7,462,773",M,Y,60,,POLS,Politics,7,1,Hayes Healy,Hispanic or Latino,128,123,3.07
"7,470,355",F,Y,64,,ENVA,Environmental Studies,7,4,Gillson,White,144,132,3.63
"7,477,887",F,Y,81,,COMS,Communication Studies,1,4,Gillson,Hispanic or Latino,129,108,3.23
"7,490,005",F,Y,73,,PASJ,Perf. Arts & Soc. Justice,0,1,Gillson,White,52,28,3.42
"7,492,431",F,Y,94,Y,HM,Hospitality Management,1,1,Phelan,Multi Race,57,57,2.86
"7,495,664",F,Y,0,,BAIS,International Studies,3,5,Gillson,International,128,128,3.63
"7,498,158",F,Y,58,,BIOL,Biology,32,14,,White,134,114,3.54
"7,510,185",F,Y,0,,HM,Hospitality Management,4,2,Hayes Healy,International,136,120,3.30
"7,515,629",M,Y,0,,BENI,Entrepreneurship & Innovation,2,0,Pacific Wing,International,54,34,3.49
"7,518,683",M,Y,100,Y,SOC,Sociology,3,1,Hayes Healy,Asian,64,64,3.46
"7,524,118",F,Y,83,,PSYC,Psychology,3,3,Gillson,African American,132,132,3.62
"7,538,002",F,Y,100,Y,BIOL,Biology,2,1,Phelan,White,22,14,3.04
"7,556,470",F,Y,0,,BFIN,Finance,5,3,Phelan,International,128,128,3.40
"7,560,966",F,Y,31,,NURS,Nursing,7,14,Fromm,Asian,136,100,3.24
"7,568,492",M,Y,36,,URBS,Urban Studies,5,3,Gillson,White,136,128,3.93
"7,568,545",M,Y,0,,BFIN,Finance,1,0,Lone Mountain,International,158,159,2.53
"7,573,336",F,Y,100,Y,PSYC,Psychology,0,1,Gillson,Asian,43,35,2.99
"7,577,714",F,Y,100,Y,COMS,Communication Studies,3,1,Gillson,Hispanic or Latino,128,128,3.67
"7,584,562",F,Y,0,,ESS,Exercise and Sport Science,7,1,Gillson,International,131,127,3.60
"7,587,188",M,Y,0,,BADM,Business Administration,1,0,Phelan,International,58,48,3.34
"7,590,676",F,Y,100,Y,NURS,Nursing,10,14,,Hispanic or Latino,130,110,3.34
"7,595,997",F,Y,100,Y,HIST,History,1,0,Hayes Healy,Hispanic or Latino,163,139,3.20
"7,601,309",F,Y,95,Y,BIOL,Biology,11,5,Gillson,Hispanic or Latino,70,58,1.94
"7,614,058",F,Y,77,,UNSC,Undeclared Sciences,33,8,Hayes Healy,Multi Race,132,125,3.58
"7,617,352",F,Y,0,,UNBN,Undeclared Business,2,0,Gillson,White,128,120,3.85
"7,618,939",F,Y,61,,COMS,Communication Studies,3,1,Hayes Healy,Hispanic or Latino,129,114,3.78
"7,621,335",F,Y,40,,UNLA,Undeclared Arts,2,1,Gillson,White,137,129,3.17
"7,623,465",F,Y,0,,BADM,Business Administration,9,3,Phelan,Hispanic or Latino,132,116,3.49
"7,624,203",F,Y,0,,BMKT,Marketing,3,1,Hayes Healy,White,130,130,3.53
"7,626,085",F,N,0,,PHIL,Philosophy,1,0,Phelan,White,22,42,1.62
"7,626,616",F,Y,0,,UNBN,Undeclared Business,3,1,Hayes Healy,Hispanic or Latino,132,135,3.21
"7,629,669",F,Y,82,,ENVA,Environmental Studies,6,2,Hayes Healy,Hispanic or Latino,128,119,3.75
"7,633,082",F,N,19,,BIOL,Biology,27,9,Fromm,White,181,137,4
"7,647,977",F,Y,0,,BIOL,Biology,13,14,,Hispanic or Latino,144,144,3.50
"7,649,104",M,Y,0,,BFIN,Finance,3,1,Gillson,International,132,132,3.45
"7,649,977",M,Y,0,,BADM,Business Administration,1,0,Gillson,Asian,147,119,3.23
"7,653,484",F,Y,0,,BENI,Entrepreneurship & Innovation,4,3,Phelan,International,128,108,3.47
"7,661,432",F,Y,0,,BIOL,Biology,3,1,Gillson,Asian,28,28,2.64
"7,663,327",F,Y,100,Y,ECON,Economics,4,1,Hayes Healy,Hispanic or Latino,152,132,3.85
"7,676,328",M,Y,59,,BADM,Business Administration,4,1,Gillson,Hispanic or Latino,141,145,2.91
"7,687,331",F,N,0,,BADM,Business Administration,4,1,Gillson,International,129,121,3.47
"7,687,711",F,Y,0,,BADM,Business Administration,3,1,Phelan,White,130,127,3.44
"7,693,291",M,Y,0,,CHEM,Chemistry,32,14,Gillson,White,136,128,3.70
"7,695,813",F,N,100,Y,MS,Media Studies,2,3,Gillson,Pacific Islander,132,92,3.93
"7,695,935",F,N,100,Y,MS,Media Studies,1,0,Phelan,Hispanic or Latino,36,28,3.44
"7,697,807",F,N,0,,ENVA,Environmental Studies,28,12,Gillson,White,138,136,3.57
"7,709,022",M,N,82,,BMKT,Marketing,3,8,Hayes Healy,Asian,139,120,3.44
"7,726,440",M,Y,0,,UNBN,Undeclared Business,6,4,Phelan,International,140,136,3.11
"7,738,005",F,Y,100,Y,BNTL,International Business,3,1,Hayes Healy,Hispanic or Latino,129,113,3.13
"7,752,281",F,N,0,,BMKT,Marketing,4,7,Fromm,Asian,158,146,3.51
"7,761,209",F,Y,0,,COMS,Communication Studies,5,1,Gillson,Asian,128,128,3.45
"7,771,672",F,Y,100,Y,UNLA,Undeclared Arts,3,6,Phelan,White,128,128,3.73
"7,780,277",F,Y,3,,BADM,Business Administration,3,8,Hayes Healy,Unknown,142,142,3.70
"7,781,887",F,Y,0,,UNBN,Undeclared Business,4,4,Hayes Healy,White,146,142,3.77
